geo_accession,GSM906255,GSM906256,GSM906257,GSM906258,GSM906259,GSM906260,GSM906261,GSM906262,GSM906263,GSM906264,GSM906265,GSM906266,GSM906267,GSM906268,GSM906269,GSM906270,GSM906271,GSM906272,GSM906273,GSM906274,GSM906275,GSM906276,GSM906277,GSM906278,GSM906283,GSM906284,GSM906285,GSM906286,GSM906287,GSM906288,GSM906289,GSM906290,GSM906291,GSM906292,GSM906293,GSM906294,GSM906295,GSM906296,GSM906297,GSM906298,GSM906299,GSM906300,GSM906301,GSM906302,GSM906303,GSM906304,GSM906305,GSM906306,GSM906307,GSM906308,GSM906309,GSM906310,GSM906311,GSM906312,GSM906337,GSM906338,GSM906339,GSM906340,GSM906341,GSM906342,GSM906343,GSM906344,GSM906345,GSM906346,GSM906347,GSM906348,GSM906349,GSM906350,GSM906963,GSM906964,GSM906965,GSM906966,GSM906967,GSM906968,GSM906969,GSM906970,GSM906971,GSM906972,GSM906973,GSM906974,GSM906975,GSM906976,GSM906977,GSM906978,GSM906979,GSM906980,GSM906981,GSM906982,GSM906983
Type,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor,Non-tumor
